label,system,test,softwar,fault,model,use,detect,qualiti,data,predict,approach,applic,develop,process,servic,design,network,method,base,propos,defect,paper,techniqu,analysi,perform,reliabl,code,result,error,assess,requir,algorithm,failur,time,gener,program,case,tool,bas,present,metric,studi,evalu,measur,effect,architectur,control,improv,compon,provid,Title
0,2,0,0,0,0,3,0,2,1,2,0,10,2,0,1,0,8,0,1,0,0,1,1,0,5,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,4,1,4,0,0,0,0,A network measurement architecture for adaptive applications
0,5,0,2,7,3,1,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,2,2,9,0,5,0,1,0,1,1,0,0,0,0,0,0,0,0,2,0,0,1,3,3,0,0,1,0,1,Sensitivity analysis of modular dynamic fault trees
0,2,0,0,5,0,2,4,0,0,0,1,7,0,4,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Reaching efficient fault-tolerance for cooperative applications
0,4,0,1,10,2,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,1,0,NFTAPE: a framework for assessing dependability in distributed systems with lightweight fault injectors
0,0,0,4,0,0,3,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,1,4,0,1,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,SAABNet: Managing qualitative knowledge in software architecture assessment
0,3,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,4,0,0,0,1,2,0,1,0,0,0,0,0,Evaluating system dependability in a co-design framework
0,1,0,0,0,0,1,0,0,1,0,2,2,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,1,3,1,0,0,Scalable QoS guaranteed communication services for real-time applications
0,2,0,0,0,0,1,0,0,7,0,0,0,0,14,0,1,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,Computing global functions in asynchronous distributed systems prone to process crashes
0,0,0,0,0,3,3,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,An analytical model for loop tiling and its solution
0,2,0,1,0,0,0,8,0,2,0,0,0,1,0,7,0,8,0,1,0,0,0,0,1,7,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Adaptive and automated detection of service anomalies in transaction-oriented WANs: network analysis algorithms implementation and deployment
0,1,0,0,0,2,1,0,0,0,0,0,0,0,1,0,0,5,0,0,0,0,0,0,0,0,0,0,3,1,0,1,0,2,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,NESTOR: an architecture for network self-management and organization
0,0,0,0,0,2,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,A comparison of mobile agent and client-server paradigms for information retrieval tasks in virtual enterprises
0,6,0,8,2,4,1,1,0,1,0,1,1,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,Modeling and analysis of software aging and rejuvenation
0,3,0,4,0,0,4,0,6,0,2,0,1,2,0,0,1,0,9,2,2,0,1,0,2,0,0,0,0,0,0,2,0,0,0,0,0,1,1,0,1,0,0,0,2,1,0,6,0,0,0,A quality control method for nuclear instrumentation and control systems based on software safety prediction
0,0,2,1,2,0,1,1,0,0,0,0,0,0,0,0,0,2,0,3,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Experimental testing of a neural network based digital differential relay for synchronous generators
0,1,0,1,0,0,0,0,0,0,0,2,0,1,0,0,3,0,0,1,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,A skeleton-based approach for the design and implementation of distributed virtual environments
0,0,0,16,0,3,1,0,5,0,0,0,0,4,6,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,It is software process stupid: next millennium software quality key
0,0,0,0,0,0,2,0,1,0,0,4,0,1,2,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,Fuzzy set approach to the assessment of student-centered learning
0,0,0,2,0,0,2,0,0,0,1,0,0,0,0,0,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Applying a crystal ball to design pattern adoption
0,4,5,1,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,1,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,1,A short circuit current study for the power supply system of Taiwan railway
0,3,0,0,0,1,1,0,1,1,1,0,2,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,The future growth trend of neutral currents in three-phase computer power systems caused by voltage sags
0,0,0,0,0,0,1,0,2,0,2,0,6,1,1,0,0,9,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Grading and predicting networked application behaviour
0,0,0,0,0,0,3,1,1,1,0,0,0,0,0,2,0,1,0,1,2,0,1,0,0,1,0,0,1,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,A MAC protocol with priority splitting algorithm for wireless ATM networks
0,0,0,2,0,0,3,0,0,3,0,1,0,0,0,0,4,0,3,1,2,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,2,0,0,0,0,0,0,Understanding the sources of software defects: a filtering approach
0,5,0,5,0,0,0,1,1,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,0,0,0,0,1,0,0,3,0,0,0,2,0,0,0,0,0,0,2,0,4,0,Automated quality analysis of component software for embedded systems
0,0,0,2,0,0,6,0,0,6,0,5,0,1,1,0,0,0,7,2,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,2,0,0,0,2,2,0,6,0,0,0,4,0,0,Validation of an approach for improving existing measurement frameworks
0,0,0,4,0,10,3,1,1,3,4,1,0,0,0,0,0,0,0,5,0,5,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0,A comprehensive evaluation of capture-recapture models for estimating software defect content
0,0,0,0,0,0,0,0,1,0,1,0,2,0,2,1,0,1,0,1,0,0,0,0,1,2,0,0,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,QoS mapping along the protocol stack: discussion and preliminary results
0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,Worst-case execution times analysis of MPEG-2 decoding
0,1,0,2,0,12,5,0,0,3,1,0,0,4,2,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,2,2,3,0,0,0,0,0,0,Classification-tree models of software-quality over multiple releases
0,0,7,3,0,0,3,0,2,3,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,2,0,1,0,0,0,1,1,0,1,0,0,0,0,1,0,4,0,0,2,1,0,1,Using simulation for assessing the real impact of test-coverage on defect-coverage
0,0,0,1,0,0,1,0,7,0,0,0,0,0,0,0,1,0,1,0,1,0,2,0,0,2,1,0,0,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,1,1,A low-cost power quality meter for utility and consumer assessments
0,0,3,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,2,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,A methodology for validating digital circuits with mutation testing
0,0,1,0,0,0,0,0,2,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,Optimization of backside micromachined CMOS inductors for RF applications
0,3,0,0,2,0,2,9,0,2,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,11,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,1,0,2,0,0,0,Executable assertions for detecting data errors in embedded control systems
0,3,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,A new rolling stock architecture using safety computers and networks
0,1,0,3,9,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,Joint evaluation of performance and robustness of a COTS DBMS through fault-injection
0,4,0,0,5,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,1,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,Designing high-performance and reliable superscalar architectures-the out of order reliable superscalar (O3RS) approach
0,1,0,0,0,1,3,1,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Formal modeling and analysis of atomic commitment protocols
0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,2,0,0,0,0,0,1,1,3,0,0,2,0,0,0,4,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,Evaluation of gradient descent learning algorithms with an adaptive local rate technique for hierarchical feedforward architectures
0,2,0,1,0,2,1,1,4,0,2,0,0,0,5,0,3,1,0,3,0,0,1,0,0,2,0,0,0,0,0,0,1,0,2,1,0,0,1,0,1,0,2,0,0,0,0,12,2,1,0,A study in dynamic neural control of semiconductor fabrication processes
0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,0,An analysis of a supply chain management agent architecture
0,0,0,0,0,2,2,0,1,0,1,0,0,0,0,0,0,0,2,2,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A multiresolution model for image interpolation with adaptive filtering
0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Finding faces in wavelet domain for content-based coding of color images
0,1,0,3,8,1,3,0,0,1,3,0,0,0,2,0,0,0,0,1,0,0,1,0,0,0,0,5,0,0,0,0,0,0,3,1,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,Predicting fault incidence using software change history
0,0,1,0,0,2,0,2,1,0,0,0,1,1,0,0,3,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Localized watermarking: methodology and application to template mapping
0,0,3,0,0,0,2,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,DSP core verification using automatic test case generation
0,0,0,0,0,0,0,7,0,0,0,2,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,A constrained minimisation approach to optimise Gabor filters for detecting flaws in woven textiles
0,2,4,0,5,0,1,4,0,0,0,0,1,1,0,0,0,0,2,0,2,0,1,0,0,0,0,0,0,0,0,0,5,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Diagnostic tests for communicating nondeterministic finite state machines
0,0,2,4,0,4,3,0,5,0,1,1,0,7,5,0,0,0,5,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,Drivers for software development method usage
0,0,1,2,0,5,2,0,2,1,3,0,1,1,1,0,4,0,0,1,0,0,3,1,0,1,2,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,1,Multiphysics modelling for electronics design
0,5,0,0,0,2,1,0,0,1,0,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,Bypass: a tool for building split execution systems
0,3,0,0,1,0,0,1,0,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A monitoring sensor management system for grid environments
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Automating delegation in class-based languages
0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,2,0,1,0,0,0,4,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,Optimal and suboptimal reliable scheduling of precedence-constrained tasks in heterogeneous distributed computing
0,2,0,2,7,0,2,1,0,0,0,2,0,2,0,0,0,0,0,0,0,0,2,0,0,2,1,0,0,0,1,2,0,0,0,0,0,0,0,0,2,0,0,0,0,1,2,0,0,0,0,Teraflops supercomputer: architecture and validation of the fault tolerance mechanisms
0,1,0,3,1,0,0,2,1,0,0,0,1,4,0,0,1,0,0,1,0,5,0,1,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,How perspective-based reading can improve requirements inspections
0,6,0,1,0,0,1,3,1,2,0,0,3,1,1,0,0,0,1,2,0,0,2,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,Wireless communications based system to monitor performance of rail vehicles
0,0,0,2,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,An integrated cost model for software reuse
0,5,0,1,0,4,2,2,3,0,0,1,0,3,6,0,3,0,0,0,0,0,2,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,Object model resurrection-an object oriented maintenance activity
0,0,0,6,0,2,3,0,2,6,0,0,1,0,0,0,0,0,0,0,1,0,0,5,1,1,0,0,3,0,3,0,0,0,1,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,A replicated assessment and comparison of common software cost modeling techniques
0,0,1,1,0,0,1,1,4,0,0,1,0,3,4,0,1,1,0,0,0,9,0,0,3,0,0,0,3,0,0,1,0,0,0,0,0,3,0,0,2,0,4,0,1,1,0,0,2,0,0,A case study in root cause defect analysis
0,2,0,2,0,7,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,2,1,0,0,4,2,1,0,0,1,0,0,1,4,0,1,0,0,0,0,0,0,0,0,0,0,2,0,Bandera: extracting finite-state models from Java source code
0,2,0,1,0,0,1,0,0,0,1,1,2,1,0,0,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Automated refactoring to introduce design patterns
0,1,1,2,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,2,0,Analyzing software architectures with Argus-I
0,1,0,0,0,3,2,0,1,1,0,1,0,0,0,7,0,2,0,4,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,2,Agent based customer modelling: individuals who learn from their environment
0,0,0,0,0,3,1,0,0,1,3,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,Mining user behavior for resource prediction in interactive electronic malls
0,1,1,1,0,0,2,1,3,1,0,0,2,1,0,0,0,0,0,2,0,0,1,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Automatic image event segmentation and quality screening for albuming applications
0,4,0,0,5,0,1,3,0,1,1,0,2,1,0,0,0,0,2,1,0,0,1,2,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Induction machine condition monitoring with higher order spectra
0,0,0,0,0,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7,1,1,0,2,0,1,0,0,0,0,0,0,0,0,Renaming detection
0,1,4,1,1,0,3,1,0,0,0,0,0,1,1,0,0,0,2,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mutation operators for specifications
0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,The use of abduction and recursion-editor techniques for the correction of faulty conjectures
0,8,1,0,0,0,3,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Automated security checking and patching using TestTalk
0,0,3,0,0,0,1,0,1,0,0,1,0,0,0,0,6,0,0,0,3,0,1,1,0,0,0,0,1,0,1,0,0,0,0,4,0,0,3,0,0,1,0,0,0,2,0,0,0,0,0,System-level test bench generation in a co-design framework
0,0,0,0,5,0,1,5,0,0,0,1,0,1,0,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Fault detection method for the subcircuits of a cascade linear circuit
0,2,0,0,0,0,0,4,0,0,0,0,0,0,0,5,1,1,3,0,2,1,0,0,0,0,0,0,1,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Reduction of the number of terminal assignments for detecting feature interactions in telecommunication services
0,1,6,2,4,1,0,6,0,0,0,1,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,2,0,0,0,0,0,Logic representation of programs to detect arithmetic anomalies
0,0,0,5,0,0,1,6,3,0,0,0,0,2,2,0,0,0,0,2,0,7,1,8,0,0,0,0,0,0,0,2,0,0,1,4,0,0,0,0,0,0,0,0,1,5,0,1,1,0,1,Software product improvement with inspection. A large-scale experiment on the influence of inspection processes on defect detection in software requirements documents
0,0,0,2,1,0,0,1,0,0,0,0,2,0,0,0,1,0,0,0,1,0,1,0,0,2,0,0,0,0,0,2,1,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,Scalable hardware-algorithm for mark-sweep garbage collection
0,1,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,Building Bayesian network-based information retrieval systems
0,0,1,0,0,1,1,2,0,0,0,0,0,1,1,0,0,0,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,A case study in on-line intelligent sensing
0,0,0,3,0,9,3,0,1,0,0,0,2,2,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,2,0,2,0,0,0,1,2,0,0,1,0,0,0,0,0,A practical classification-rule for software-quality models
0,2,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Analysis and simulation of smart antennas for GSM and DECT in indoor environments based on ray launching modeling techniques
0,0,7,0,3,0,0,5,0,0,0,0,2,0,0,0,2,0,0,0,1,4,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,On test application time and defect detection capabilities of test sets for scan designs
0,0,4,0,7,0,1,3,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,Algorithm-based fault tolerance for spaceborne computing: basis and implementations
0,0,0,2,7,8,4,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,0,1,0,0,0,2,0,0,0,0,1,0,0,0,0,3,2,0,0,0,1,Detailed radiation fault modeling of the Remote Exploration and Experimentation (REE) first generation testbed architecture
0,1,0,1,3,0,0,4,0,0,0,0,0,0,1,0,1,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,A method for intellectualized detection and fault diagnosis of vacuum circuit breakers
0,5,0,2,2,2,2,1,0,1,1,0,1,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,1,0,0,0,0,0,0,2,0,9,5,0,0,0,A reusable state-based guidance navigation and control architecture for planetary missions
0,3,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,1,0,0,Protection of gate movement in hydroelectric power stations
0,6,0,2,0,0,3,0,0,0,3,0,0,2,0,0,0,0,1,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,An empirical investigation of an object-oriented software system
0,2,3,4,13,0,3,0,0,3,2,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,1,Quantitative analysis of faults and failures in a complex software system
