label,softwar,model,system,use,develop,process,research,engin,studi,design,project,method,paper,data,inform,manag,approach,analysi,result,requir,base,knowledg,applic,evalu,present,test,support,bas,effect,propos,perform,technolog,experi,comput,web,improv,problem,product,learn,techniqu,review,tool,provid,differ,program,estim,user,work,framework,commun,Title
1,6,0,0,0,1,0,1,6,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,A Survey of Controlled Experiments in Software Engineering
1,3,1,0,1,0,0,0,0,0,0,3,3,0,0,3,3,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,2,0,14,0,0,0,0,A Survey on Software Estimation in the Norwegian Industry
1,6,0,0,9,0,0,4,6,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,0,0,1,0,0,2,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,A Systematic Review of Theory Use in Software Engineering Experiments
1,2,0,0,2,0,0,4,5,0,0,0,0,2,0,0,0,0,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,3,0,1,0,0,0,0,0,0,1,A systematic review of Web engineering research
1,0,0,1,2,2,0,0,0,2,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,3,0,0,4,0,0,Are Two Heads Better than One? On the Effectiveness of Pair Programming
1,3,0,4,0,3,0,0,0,1,0,1,0,0,1,1,1,0,7,3,1,1,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,Do SQA Programs Work - CMM Works. A Meta Analysis
1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,3,0,0,0,0,0,Are CMM Program Investments Beneficial? Analyzing Past Studies
1,6,2,0,0,0,1,4,1,0,0,0,2,3,0,0,0,0,0,0,0,1,0,5,4,1,0,1,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,Capture-recapture in software inspections after 10 years research - theory evaluation and application.
1,4,0,1,0,0,0,3,4,5,1,0,0,3,0,1,0,0,0,2,0,1,0,0,0,0,2,0,0,1,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,A systematic review of statistical power in software engineering experiments.
1,5,0,0,3,0,0,1,1,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,0,10,0,0,0,1,Software effort estimation terminology: The tower of Babel.
1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,2,0,0,0,2,1,0,0,0,0,0,2,0,0,1,0,0,0,3,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,In Search of What We Experimentally Know about Unit Testing
1,3,0,0,0,0,0,0,0,0,1,0,6,0,0,0,0,3,4,2,0,1,0,0,1,3,0,0,0,3,0,0,0,1,0,0,0,0,0,0,2,0,2,0,0,2,0,0,1,0,0,Precise Identification of Side-Effect-Free Methods in Java
1,1,0,1,2,1,0,0,3,2,0,0,0,1,0,0,0,0,0,2,0,1,5,1,0,0,8,0,0,1,0,0,0,1,0,0,0,0,0,0,7,1,0,0,2,0,0,0,0,0,0,Reviewing 25 Years of Testing Technique Experiments
1,2,0,0,4,0,0,0,1,2,1,0,2,0,0,0,0,0,0,0,1,0,0,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,What Do We Know about Defect Detection Methods?
1,3,0,0,0,0,0,1,3,1,0,0,0,2,0,0,0,0,0,3,0,0,0,0,6,1,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,On the success of empirical studies in the international conference on software engineering
0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,A critical evaluation of literature on visual aesthetics for the web
0,1,2,8,2,1,0,0,0,0,2,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,4,0,0,0,1,2,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,A fault-tolerant approach to test control utilizing dual-redundant processors
0,0,2,0,2,0,0,2,0,0,0,1,0,1,5,2,0,2,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,7,0,0,0,0,0,0,0,3,0,0,0,0,1,1,0,A First Approach to a Data Quality Model for Web Portals
0,0,1,1,1,2,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9,0,0,0,3,0,A Framework for Understanding the Factors Influencing Pair Programming Success
0,5,0,0,1,1,2,0,0,1,0,0,0,2,0,0,2,1,0,4,0,0,0,1,0,2,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,A Methodology for Identifying Critical Success Factors That Influence Software Process Improvement Initiatives: An Application in the Brazilian Software Industry
0,1,9,0,1,0,2,2,1,3,0,0,1,1,1,0,6,0,0,1,7,2,0,0,4,0,0,0,0,2,1,1,0,1,0,0,1,0,0,0,0,2,0,0,0,0,0,0,1,0,0,A Model for Requirements Change Management: Implementation of CMMI Level 2 Specific Practice
0,0,0,4,1,3,0,4,0,0,2,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,5,0,0,1,0,0,0,0,0,2,0,0,0,0,1,1,0,0,0,0,0,0,1,0,A Strategic Descriptive Review of the Intelligent Decision-making Support Systems Research: the 1980?2004 Period
0,5,1,0,1,1,1,0,1,2,0,3,0,1,0,0,0,2,0,0,1,0,1,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,4,1,1,1,1,0,8,0,1,0,0,A Survey of Software Estimation Techniques and Project Planning Practices
0,0,2,0,1,0,0,0,0,0,0,0,0,5,0,0,0,3,1,1,0,0,0,0,0,1,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,A survey on model-based testing approaches: a systematic review
0,5,0,0,1,0,3,1,1,0,0,0,0,0,2,1,0,0,0,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,1,0,0,A Systematic Review Measurement in Software Engineering: State-of-the-Art in Measures
0,5,1,2,0,0,6,0,0,0,0,0,0,1,1,3,0,3,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Adoption-Centric Software Maintenance Process Improvement via Information Integration
0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,7,0,0,0,0,0,Advances in dataflow programming languages.
0,2,0,1,2,4,1,3,0,5,0,0,11,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,3,0,Agile Methods: The Gap between Theory and Practice
0,0,1,2,2,1,0,1,0,1,1,2,0,1,1,0,0,1,2,2,0,2,0,0,0,3,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,An Empirical Exploration of the Distributions of the Chidamber and Kemerer Object-Oriented Metrics Suite
0,4,0,0,5,0,3,0,0,2,0,3,1,1,1,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,9,0,1,0,0,An Empirical Study to Investigate Software Estimation Trend in Organizations Targeting CMMI^SM
0,3,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Architecture-Based Software Reliability Analysis: Overview and Limitations
0,0,0,4,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Autonomic and Trusted Computing Paradigms
0,2,0,0,1,0,0,1,3,2,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,5,0,0,0,0,0,0,0,0,Building Reverse Engineering Tools with Software Components: Ten Lessons Learned
0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,1,2,0,1,0,0,0,0,2,2,Case Study of Breakdown Analysis on Identification of Remote Team Communication Problems
0,1,0,0,0,5,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,Changing perceptions of CASE technology
0,1,0,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,1,12,0,0,0,0,0,Cognitive differences between procedural programming and object oriented programming
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Combining Behaviour and Structure
0,0,4,0,0,0,4,0,0,0,0,0,0,1,0,0,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Commonalities in Risk Management and Agile Process Models
0,1,3,1,5,1,0,0,0,0,1,1,0,0,0,0,0,2,1,0,0,1,0,2,0,1,0,0,0,1,1,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Component airbag: a novel approach to develop dependable component-based applications
0,0,9,0,0,2,0,3,0,1,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,Conceptual Modeling for Simulation: Issues and Research Requirements
0,0,0,7,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,Critic systems - Towards human-computer collaborative problem solving
0,2,0,0,0,0,3,0,0,5,0,0,0,0,0,0,2,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,2,0,0,0,0,1,0,1,1,0,0,0,0,0,0,Critical success factors for software process improvement implementation: An empirical study
0,0,1,1,0,1,2,0,0,0,3,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,Designing Mobile Shared Workspaces for Loosely Coupled Workgroups
0,2,3,5,1,2,1,0,3,0,1,0,6,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Developing an algorithm for si engine diagnosis using parity relations
0,9,0,0,0,3,0,4,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,1,1,0,Development of software engineering: A research perspective.
0,0,0,5,1,0,3,3,0,1,0,0,0,1,4,0,3,0,0,0,1,0,0,1,0,0,0,1,0,0,0,2,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,Distributed real time database systems: background and literature review
0,2,1,0,0,0,1,0,1,4,0,6,0,0,11,0,2,0,0,0,2,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Effective Data Interpretation
0,4,1,4,0,6,0,2,0,0,1,0,0,3,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3,0,2,0,1,1,0,0,0,0,0,0,0,Embedded Systems Development: Quest for Productivity and Reliability
0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Empiricism in Computer Science
0,2,0,0,0,2,0,2,0,0,0,0,0,1,0,1,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,5,1,0,0,Empowering the users? A critical textual analysis of the role of users in open source software development
0,2,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,Engineering the Ontology for the SWEBOK: Issues and Techniques
0,1,0,0,0,1,4,0,0,4,2,0,0,0,0,3,0,0,0,0,1,0,0,1,1,2,0,2,0,1,0,0,0,0,0,5,0,0,0,0,0,2,0,0,0,0,0,3,1,0,0,Ethnography scenario-based observational usability study and other reviews inform the design of a web-based E-notebook
0,0,6,2,0,2,1,2,3,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,Evaluating Quality in Model-Driven Engineering
0,3,0,2,0,1,1,0,1,3,0,3,0,0,0,0,0,1,0,2,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,Evaluating Software Project Prediction Systems
0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,1,0,1,0,0,0,0,2,0,0,Evolutionary Scheduling: A Review
0,5,0,0,3,1,0,2,4,3,0,1,0,1,2,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,Experiences from Conducting Semi-structured Interviews in Empirical Software Engineering Research
0,0,0,3,3,0,0,2,0,0,0,0,0,1,3,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,Exploring the Computing Literature Using Temporal Graph Visualization
0,1,0,0,0,0,0,3,3,1,0,0,0,2,0,0,0,0,0,1,3,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Figure Out the Current Software Requirements Engineering - What Practitioners Expect to Requirements Engineering? -
0,0,2,5,2,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,3,1,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,1,0,0,0,0,0,0,Forward and Bidirectional Planning Based on Reinforcement Learning and Neural Networks in a Simulated Robot
0,0,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,From Autonomy to AOC
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,History and literature review
0,1,0,0,2,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,2,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,How Artificial Intelligent Agents Do Shopping in a Virtual Mall: A ?Believable? and ?Usable? Multiagent-Based Simulation of Customers? Shopping Behavior in a Mall
0,0,0,0,2,0,5,1,2,1,0,0,1,2,0,0,0,0,0,2,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,Implementing requirements engineering processes throughout organizations: success factors and challenges
0,0,1,5,0,0,0,0,0,0,2,0,0,1,1,0,1,2,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Integrating XML and Relational Database Systems
0,0,0,0,2,3,1,0,0,0,0,3,5,2,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,Investigating the Role of Trust in Agile Methods Using a Light Weight Systematic Literature Review
0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,0,0,Looking Back and Looking Forward: Diffusion and Adoption of Information Technology Research in IFIP WG 8.6?Achievements and Future Challenges
0,1,1,2,1,0,7,0,2,0,0,0,0,0,0,0,3,1,0,1,0,0,0,2,0,0,0,2,0,0,1,1,0,0,0,0,1,0,0,0,0,2,0,0,1,0,0,0,0,0,0,MDE for BPM: A Systematic Review
0,0,0,0,0,0,0,2,0,0,1,0,0,2,1,2,0,0,0,0,0,0,0,0,1,1,0,0,0,5,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,Measuring Effective Data Visualization
0,17,3,0,1,1,0,2,19,2,0,0,1,2,0,0,0,0,0,1,0,0,1,0,0,2,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,6,0,0,0,0,0,0,2,0,0,Motivation in Software Engineering: A systematic literature review
0,3,0,0,1,0,1,0,2,0,0,1,3,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,Postmortem reviews: purpose and approaches in software engineering.
0,0,0,0,1,0,1,1,0,0,9,1,1,0,0,9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,Process Design Theory for Digital Information Services
0,3,0,0,1,2,0,0,1,0,0,0,0,2,0,0,0,0,1,1,2,1,0,1,0,0,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Refactoring test suites versus test behaviour: a TTCN-3 perspective
0,1,0,0,0,1,1,2,1,2,0,0,0,1,0,3,0,0,0,2,1,0,1,0,1,1,0,2,0,0,2,0,0,3,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,Reporting Experiments in Software Engineering
0,3,0,0,0,2,2,0,1,0,0,1,0,1,0,1,0,1,5,1,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,2,0,1,0,0,0,1,0,0,0,Requirements Analysis: A Review
0,5,0,0,1,0,0,2,1,0,0,0,0,0,0,1,0,0,0,0,7,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,Requirements of Software Visualization Tools: A Literature Survey
0,1,1,1,0,1,0,9,2,0,0,0,0,1,0,0,0,0,1,1,3,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,Research Directions in Requirements Engineering
0,0,0,1,1,2,1,2,3,0,0,0,0,3,0,4,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,2,0,0,0,2,0,0,0,0,3,0,2,0,0,0,0,1,0,0,Review article: A review of structured document retrieval (SDR) technology to improve information access performance in engineering document management
0,1,0,2,2,3,4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,1,0,2,0,0,0,1,0,0,Role of annotation in Electronic Process Guide
